gene	hvg_candidate	excluded_disease_union	excluded_mitochondrial	excluded_ribosomal	excluded_technical	retained_for_state_discovery	reason	in_AMD_top1000	in_POAG_top1000	in_RE_top1000
AC093904.4	False	False	False	False	False	False	not_HVG	False	False	False
AC093904.3	False	False	False	False	False	False	not_HVG	False	False	False
AC093904.1	True	False	False	False	False	True	HVG_retained	False	False	False
ASAP2	False	False	False	False	False	False	not_HVG	False	False	False
ITGB1BP1	False	False	False	False	False	False	not_HVG	False	False	False
CPSF3	False	False	False	False	False	False	not_HVG	False	False	False
IAH1	False	False	False	False	False	False	not_HVG	False	False	False
ADAM17	False	False	False	False	False	False	not_HVG	False	False	False
AC080162.1	False	False	False	False	False	False	not_HVG	False	False	False
AC073195.1	False	False	False	False	False	False	not_HVG	False	False	False
YWHAQ	False	False	False	False	False	False	not_HVG	False	False	False
AC082651.1	False	False	False	False	False	False	not_HVG	False	False	False
AC082651.4	False	False	False	False	False	False	not_HVG	False	False	False
AC082651.3	False	False	False	False	False	False	not_HVG	False	False	False
TAF1B	False	False	False	False	False	False	not_HVG	False	False	False
AC010969.2	False	False	False	False	False	False	not_HVG	False	False	False
AC010969.3	True	False	False	False	False	True	HVG_retained	False	False	False
GRHL1	False	False	False	False	False	False	not_HVG	False	False	False
AC010969.1	False	False	False	False	False	False	not_HVG	False	False	False
AC104794.4	False	False	False	False	False	False	not_HVG	False	False	False
AC104794.3	False	False	False	False	False	False	not_HVG	False	False	False
KLF11	False	False	False	False	False	False	not_HVG	False	False	False
AC104794.5	False	False	False	False	False	False	not_HVG	False	False	False
CYS1	False	False	False	False	False	False	not_HVG	False	False	False
AC104794.2	False	False	False	False	False	False	not_HVG	False	False	False
RRM2	False	False	False	False	False	False	not_HVG	False	False	False
AC007240.3	False	False	False	False	False	False	not_HVG	False	False	False
HPCAL1	False	False	False	False	False	False	not_HVG	False	False	False
ODC1	False	False	False	False	False	False	not_HVG	False	False	False
ODC1-DT	False	False	False	False	False	False	not_HVG	False	False	False
NOL10	False	False	False	False	False	False	not_HVG	False	False	False
AC007314.1	False	False	False	False	False	False	not_HVG	False	False	False
RN7SL832P	False	False	False	False	False	False	not_HVG	False	False	False
AC092687.2	False	False	False	False	False	False	not_HVG	False	False	False
ATP6V1C2	False	False	False	False	False	False	not_HVG	False	False	False
AC092687.3	False	False	False	False	False	False	not_HVG	False	False	False
PDIA6	False	False	False	False	False	False	not_HVG	False	False	False
LINC01954	False	False	False	False	False	False	not_HVG	False	False	False
AC092687.1	False	False	False	False	False	False	not_HVG	False	False	False
KCNF1	False	False	False	False	False	False	not_HVG	False	False	False
AC062028.1	False	False	False	False	False	False	not_HVG	False	False	False
C2orf50	False	False	False	False	False	False	not_HVG	False	False	False
SLC66A3	False	False	False	False	False	False	not_HVG	False	False	False
ROCK2	False	False	False	False	False	False	not_HVG	False	False	False
AC099344.1	False	False	False	False	False	False	not_HVG	False	False	False
AC099344.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC00570	False	False	False	False	False	False	not_HVG	False	False	False
AC099344.3	True	False	False	False	False	True	HVG_retained	False	False	False
E2F6	False	False	False	False	False	False	not_HVG	False	False	False
GREB1	False	False	False	False	False	False	not_HVG	False	False	False
NTSR2	False	False	False	False	False	False	not_HVG	False	False	False
AC106875.2	False	False	False	False	False	False	not_HVG	False	False	False
LPIN1	False	False	False	False	False	False	not_HVG	False	False	False
AC106875.1	False	False	False	False	False	False	not_HVG	False	False	False
AC012456.1	False	False	False	False	False	False	not_HVG	False	False	False
AC012456.2	False	False	False	False	False	False	not_HVG	False	False	False
MIR3681HG	False	False	False	False	False	False	not_HVG	False	False	False
AC096559.1	False	False	False	False	False	False	not_HVG	False	False	False
AC009486.2	False	False	False	False	False	False	not_HVG	False	False	False
AC009486.1	False	False	False	False	False	False	not_HVG	False	False	False
TRIB2	False	True	False	False	False	False	not_HVG	False	True	False
AC064875.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC093912.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC073062.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC00276	True	False	False	False	False	True	HVG_retained	False	False	False
AC016730.1	False	False	False	False	False	False	not_HVG	False	False	False
AC011897.1	False	False	False	False	False	False	not_HVG	False	False	False
LRATD1	False	False	False	False	False	False	not_HVG	False	False	False
AC068286.2	False	False	False	False	False	False	not_HVG	False	False	False
AC068286.1	False	False	False	False	False	False	not_HVG	False	False	False
NBAS	False	False	False	False	False	False	not_HVG	False	False	False
AC008278.2	False	False	False	False	False	False	not_HVG	False	False	False
DDX1	False	False	False	False	False	False	not_HVG	False	False	False
AC008278.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01804	False	False	False	False	False	False	not_HVG	False	False	False
AC113608.2	False	False	False	False	False	False	not_HVG	False	False	False
MYCNOS	False	False	False	False	False	False	not_HVG	False	False	False
MYCNUT	False	False	False	False	False	False	not_HVG	False	False	False
MYCN	False	False	False	False	False	False	not_HVG	False	False	False
AC010145.1	False	False	False	False	False	False	not_HVG	False	False	False
GACAT3	False	False	False	False	False	False	not_HVG	False	False	False
AC130710.1	False	False	False	False	False	False	not_HVG	False	False	False
AC010745.1	False	False	False	False	False	False	not_HVG	False	False	False
AC010745.2	False	False	False	False	False	False	not_HVG	False	False	False
AC010745.3	False	False	False	False	False	False	not_HVG	False	False	False
AC010745.5	False	False	False	False	False	False	not_HVG	False	False	False
AC010745.4	False	False	False	False	False	False	not_HVG	False	False	False
AC010880.1	False	False	False	False	False	False	not_HVG	False	False	False
AC104623.1	False	False	False	False	False	False	not_HVG	False	False	False
FAM49A	False	False	False	False	False	False	not_HVG	False	False	False
AC008164.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01866	False	False	False	False	False	False	not_HVG	False	False	False
RAD51AP2	False	False	False	False	False	False	not_HVG	False	False	False
VSNL1	False	True	False	False	False	False	not_HVG	False	True	False
SMC6	False	False	False	False	False	False	not_HVG	False	False	False
GEN1	False	False	False	False	False	False	not_HVG	False	False	False
MSGN1	False	False	False	False	False	False	not_HVG	False	False	False
KCNS3	False	False	False	False	False	False	not_HVG	False	False	False
AC079148.3	False	False	False	False	False	False	not_HVG	False	False	False
AC079148.2	True	False	False	False	False	True	HVG_retained	False	False	False
AC079148.1	False	False	False	False	False	False	not_HVG	False	False	False
RDH14	False	False	False	False	False	False	not_HVG	False	False	False
NT5C1B	False	False	False	False	False	False	not_HVG	False	False	False
AC106053.1	False	False	False	False	False	False	not_HVG	False	False	False
AC130814.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01376	False	False	False	False	False	False	not_HVG	False	False	False
OSR1	False	False	False	False	False	False	not_HVG	False	False	False
AC010096.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01808	False	False	False	False	False	False	not_HVG	False	False	False
AC019055.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC00954	False	False	False	False	False	False	not_HVG	False	False	False
TTC32	False	False	False	False	False	False	not_HVG	False	False	False
AC013400.1	False	False	False	False	False	False	not_HVG	False	False	False
WDR35	False	False	False	False	False	False	not_HVG	False	False	False
AC079145.1	False	False	False	False	False	False	not_HVG	False	False	False
MATN3	False	False	False	False	False	False	not_HVG	False	False	False
LAPTM4A	False	False	False	False	False	False	not_HVG	False	False	False
LAPTM4A-DT	False	False	False	False	False	False	not_HVG	False	False	False
AC098828.2	False	False	False	False	False	False	not_HVG	False	False	False
SDC1	False	False	False	False	False	False	not_HVG	False	False	False
PUM2	False	False	False	False	False	False	not_HVG	False	False	False
RHOB	False	False	False	False	False	False	not_HVG	False	False	False
AC023137.1	False	False	False	False	False	False	not_HVG	False	False	False
AC012065.1	False	False	False	False	False	False	not_HVG	False	False	False
HS1BP3	False	False	False	False	False	False	not_HVG	False	False	False
AC012065.3	False	False	False	False	False	False	not_HVG	False	False	False
HS1BP3-IT1	False	False	False	False	False	False	not_HVG	False	False	False
GDF7	False	False	False	False	False	False	not_HVG	False	False	False
AC012065.4	False	False	False	False	False	False	not_HVG	False	False	False
LDAH	False	False	False	False	False	False	not_HVG	False	False	False
LINC02850	False	False	False	False	False	False	not_HVG	False	False	False
AC115619.1	False	False	False	False	False	False	not_HVG	False	False	False
APOB	False	False	False	False	False	False	not_HVG	False	False	False
AC010872.2	True	False	False	False	False	True	HVG_retained	False	False	False
TDRD15	False	False	False	False	False	False	not_HVG	False	False	False
AC018742.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC011752.1	False	False	False	False	False	False	not_HVG	False	False	False
AC009411.2	True	False	False	False	False	True	HVG_retained	False	False	False
AC009411.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01822	False	False	False	False	False	False	not_HVG	False	False	False
AC096570.1	False	False	False	False	False	False	not_HVG	False	False	False
AC096570.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC01884	False	False	False	False	False	False	not_HVG	False	False	False
AC018467.1	False	False	False	False	False	False	not_HVG	False	False	False
AC012506.1	False	False	False	False	False	False	not_HVG	False	False	False
AC012506.3	False	False	False	False	False	False	not_HVG	False	False	False
AC012506.2	False	False	False	False	False	False	not_HVG	False	False	False
AC012506.4	False	False	False	False	False	False	not_HVG	False	False	False
KLHL29	False	True	False	False	False	False	not_HVG	False	True	False
AC011239.1	False	False	False	False	False	False	not_HVG	False	False	False
AC009242.1	False	False	False	False	False	False	not_HVG	False	False	False
ATAD2B	False	False	False	False	False	False	not_HVG	False	False	False
UBXN2A	False	False	False	False	False	False	not_HVG	False	False	False
MFSD2B	False	False	False	False	False	False	not_HVG	False	False	False
WDCP	False	False	False	False	False	False	not_HVG	False	False	False
FKBP1B	False	False	False	False	False	False	not_HVG	False	False	False
SF3B6	False	False	False	False	False	False	not_HVG	False	False	False
FAM228B	False	False	False	False	False	False	not_HVG	False	False	False
TP53I3	False	False	False	False	False	False	not_HVG	False	False	False
PFN4	False	False	False	False	False	False	not_HVG	False	False	False
AC008073.2	False	False	False	False	False	False	not_HVG	False	False	False
FAM228A	False	False	False	False	False	False	not_HVG	False	False	False
AC008073.1	False	False	False	False	False	False	not_HVG	False	False	False
ITSN2	False	False	False	False	False	False	not_HVG	False	False	False
AC009228.1	False	False	False	False	False	False	not_HVG	False	False	False
AC093798.1	False	False	False	False	False	False	not_HVG	False	False	False
NCOA1	False	False	False	False	False	False	not_HVG	False	False	False
PTRHD1	False	False	False	False	False	False	not_HVG	False	False	False
CENPO	False	False	False	False	False	False	not_HVG	False	False	False
ADCY3	False	False	False	False	False	False	not_HVG	False	False	False
AC012073.1	False	False	False	False	False	False	not_HVG	False	False	False
DNAJC27	False	False	False	False	False	False	not_HVG	False	False	False
DNAJC27-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AC013267.2	False	False	False	False	False	False	not_HVG	False	False	False
EFR3B	False	False	False	False	False	False	not_HVG	False	False	False
POMC	False	False	False	False	False	False	not_HVG	False	False	False
LINC01381	False	False	False	False	False	False	not_HVG	False	False	False
DNMT3A	False	False	False	False	False	False	not_HVG	False	False	False
AC012074.1	False	False	False	False	False	False	not_HVG	False	False	False
DTNB	False	False	False	False	False	False	not_HVG	False	False	False
AC104699.1	False	False	False	False	False	False	not_HVG	False	False	False
ASXL2	False	False	False	False	False	False	not_HVG	False	False	False
KIF3C	False	False	False	False	False	False	not_HVG	False	False	False
RAB10	False	False	False	False	False	False	not_HVG	False	False	False
GAREM2	False	False	False	False	False	False	not_HVG	False	False	False
HADHA	False	False	False	False	False	False	not_HVG	False	False	False
HADHB	False	False	False	False	False	False	not_HVG	False	False	False
AC010896.1	False	False	False	False	False	False	not_HVG	False	False	False
ADGRF3	False	False	False	False	False	False	not_HVG	False	False	False
SELENOI	False	False	False	False	False	False	not_HVG	False	False	False
DRC1	False	False	False	False	False	False	not_HVG	False	False	False
OTOF	False	False	False	False	False	False	not_HVG	False	False	False
FAM166C	True	False	False	False	False	True	HVG_retained	False	False	False
CIB4	True	False	False	False	False	True	HVG_retained	False	False	False
AC015977.2	False	False	False	False	False	False	not_HVG	False	False	False
KCNK3	False	False	False	False	False	False	not_HVG	False	False	False
SLC35F6	False	False	False	False	False	False	not_HVG	False	False	False
CENPA	False	False	False	False	False	False	not_HVG	False	False	False
DPYSL5	False	False	False	False	False	False	not_HVG	False	False	False
AC013472.2	False	False	False	False	False	False	not_HVG	False	False	False
MAPRE3	False	False	False	False	False	False	not_HVG	False	False	False
AC013472.1	False	False	False	False	False	False	not_HVG	False	False	False
TMEM214	False	False	False	False	False	False	not_HVG	False	False	False
AGBL5	False	False	False	False	False	False	not_HVG	False	False	False
AGBL5-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AC013472.3	False	False	False	False	False	False	not_HVG	False	False	False
AGBL5-IT1	False	False	False	False	False	False	not_HVG	False	False	False
AC013403.2	False	False	False	False	False	False	not_HVG	False	False	False
OST4	False	False	False	False	False	False	not_HVG	False	False	False
EMILIN1	False	False	False	False	False	False	not_HVG	False	False	False
KHK	False	False	False	False	False	False	not_HVG	False	False	False
CGREF1	False	False	False	False	False	False	not_HVG	False	False	False
ABHD1	False	False	False	False	False	False	not_HVG	False	False	False
PREB	False	False	False	False	False	False	not_HVG	False	False	False
PRR30	False	False	False	False	False	False	not_HVG	False	False	False
TCF23	False	False	False	False	False	False	not_HVG	False	False	False
SLC5A6	False	False	False	False	False	False	not_HVG	False	False	False
ATRAID	False	False	False	False	False	False	not_HVG	False	False	False
CAD	False	False	False	False	False	False	not_HVG	False	False	False
SLC30A3	False	False	False	False	False	False	not_HVG	False	False	False
DNAJC5G	False	False	False	False	False	False	not_HVG	False	False	False
TRIM54	True	False	False	False	False	True	HVG_retained	False	False	False
UCN	False	False	False	False	False	False	not_HVG	False	False	False
MPV17	False	False	False	False	False	False	not_HVG	False	False	False
GTF3C2	False	False	False	False	False	False	not_HVG	False	False	False
GTF3C2-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AC074117.1	False	False	False	False	False	False	not_HVG	False	False	False
EIF2B4	False	False	False	False	False	False	not_HVG	False	False	False
SNX17	False	False	False	False	False	False	not_HVG	False	False	False
ZNF513	False	False	False	False	False	False	not_HVG	False	False	False
PPM1G	False	False	False	False	False	False	not_HVG	False	False	False
NRBP1	False	False	False	False	False	False	not_HVG	False	False	False
KRTCAP3	False	False	False	False	False	False	not_HVG	False	False	False
IFT172	False	False	False	False	False	False	not_HVG	False	False	False
FNDC4	False	False	False	False	False	False	not_HVG	False	False	False
GCKR	False	False	False	False	False	False	not_HVG	False	False	False
C2orf16	False	False	False	False	False	False	not_HVG	False	False	False
ZNF512	False	False	False	False	False	False	not_HVG	False	False	False
CCDC121	False	False	False	False	False	False	not_HVG	False	False	False
GPN1	False	False	False	False	False	False	not_HVG	False	False	False
SUPT7L	False	False	False	False	False	False	not_HVG	False	False	False
SLC4A1AP	False	False	False	False	False	False	not_HVG	False	False	False
LINC01460	False	False	False	False	False	False	not_HVG	False	False	False
MRPL33	False	False	False	False	False	False	not_HVG	False	False	False
RBKS	False	False	False	False	False	False	not_HVG	False	False	False
BABAM2	False	False	False	False	False	False	not_HVG	False	False	False
AC093690.1	False	False	False	False	False	False	not_HVG	False	False	False
AC104695.2	False	False	False	False	False	False	not_HVG	False	False	False
FOSL2	True	False	False	False	False	True	HVG_retained	False	False	False
AC104695.4	False	False	False	False	False	False	not_HVG	False	False	False
AC104695.3	False	False	False	False	False	False	not_HVG	False	False	False
AC104695.1	False	False	False	False	False	False	not_HVG	False	False	False
PLB1	False	False	False	False	False	False	not_HVG	False	False	False
AC074011.1	False	False	False	False	False	False	not_HVG	False	False	False
AC092164.1	False	False	False	False	False	False	not_HVG	False	False	False
PPP1CB	False	False	False	False	False	False	not_HVG	False	False	False
SPDYA	False	False	False	False	False	False	not_HVG	False	False	False
AC097724.1	True	False	False	False	False	True	HVG_retained	False	False	False
TRMT61B	False	False	False	False	False	False	not_HVG	False	False	False
WDR43	False	False	False	False	False	False	not_HVG	False	False	False
TOGARAM2	False	False	False	False	False	False	not_HVG	False	False	False
PCARE	False	False	False	False	False	False	not_HVG	False	False	False
AC105398.1	False	False	False	False	False	False	not_HVG	False	False	False
CLIP4	False	True	False	False	False	False	not_HVG	True	False	False
ALK	False	False	False	False	False	False	not_HVG	False	False	False
AC074096.1	False	False	False	False	False	False	not_HVG	False	False	False
AC016907.2	False	False	False	False	False	False	not_HVG	False	False	False
AC106870.2	False	False	False	False	False	False	not_HVG	False	False	False
AC106870.1	False	False	False	False	False	False	not_HVG	False	False	False
YPEL5	False	False	False	False	False	False	not_HVG	False	False	False
LBH	False	False	False	False	False	False	not_HVG	False	False	False
AC109642.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01936	False	False	False	False	False	False	not_HVG	False	False	False
LCLAT1	False	False	False	False	False	False	not_HVG	False	False	False
CAPN13	True	False	False	False	False	True	HVG_retained	False	False	False
AC009301.1	False	False	False	False	False	False	not_HVG	False	False	False
GALNT14	True	False	False	False	False	True	HVG_retained	False	False	False
AC009305.1	False	False	False	False	False	False	not_HVG	False	False	False
CAPN14	False	False	False	False	False	False	not_HVG	False	False	False
EHD3	False	False	False	False	False	False	not_HVG	False	False	False
XDH	False	False	False	False	False	False	not_HVG	False	False	False
SRD5A2	False	False	False	False	False	False	not_HVG	False	False	False
AL133247.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01946	False	False	False	False	False	False	not_HVG	False	False	False
AL121652.1	False	False	False	False	False	False	not_HVG	False	False	False
MEMO1	False	False	False	False	False	False	not_HVG	False	False	False
DPY30	False	False	False	False	False	False	not_HVG	False	False	False
AL121655.1	False	False	False	False	False	False	not_HVG	False	False	False
SPAST	False	False	False	False	False	False	not_HVG	False	False	False
AL121658.1	False	False	False	False	False	False	not_HVG	False	False	False
SLC30A6	False	False	False	False	False	False	not_HVG	False	False	False
NLRC4	False	False	False	False	False	False	not_HVG	False	False	False
YIPF4	False	False	False	False	False	False	not_HVG	False	False	False
AL133245.1	False	False	False	False	False	False	not_HVG	False	False	False
BIRC6	False	False	False	False	False	False	not_HVG	False	False	False
BIRC6-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AL133243.2	False	False	False	False	False	False	not_HVG	False	False	False
AL133243.3	False	False	False	False	False	False	not_HVG	False	False	False
AL133243.1	False	False	False	False	False	False	not_HVG	False	False	False
TTC27	False	False	False	False	False	False	not_HVG	False	False	False
LINC00486	False	False	False	False	False	False	not_HVG	False	False	False
AL133244.2	False	False	False	False	False	False	not_HVG	False	False	False
LTBP1	True	False	False	False	False	True	HVG_retained	False	False	False
AC019127.1	False	False	False	False	False	False	not_HVG	False	False	False
RASGRP3	False	False	False	False	False	False	not_HVG	False	False	False
AC020594.1	False	False	False	False	False	False	not_HVG	False	False	False
FAM98A	False	False	False	False	False	False	not_HVG	False	False	False
AC017050.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01320	False	False	False	False	False	False	not_HVG	False	False	False
LINC01318	False	False	False	False	False	False	not_HVG	False	False	False
AC008170.1	True	False	False	False	False	True	HVG_retained	False	False	False
AC073218.1	False	False	False	False	False	False	not_HVG	False	False	False
AC012593.1	False	False	False	False	False	False	not_HVG	False	False	False
AC079352.1	False	False	False	False	False	False	not_HVG	False	False	False
AC019064.1	False	False	False	False	False	False	not_HVG	False	False	False
CRIM1-DT	False	False	False	False	False	False	not_HVG	False	False	False
CRIM1	False	False	False	False	False	False	not_HVG	False	False	False
AC007378.1	False	False	False	False	False	False	not_HVG	False	False	False
FEZ2	False	False	False	False	False	False	not_HVG	False	False	False
VIT	False	False	False	False	False	False	not_HVG	False	False	False
STRN	False	False	False	False	False	False	not_HVG	False	False	False
HEATR5B	False	False	False	False	False	False	not_HVG	False	False	False
GPATCH11	False	False	False	False	False	False	not_HVG	False	False	False
EIF2AK2	False	False	False	False	False	False	not_HVG	False	False	False
SULT6B1	False	True	False	False	False	False	not_HVG	False	True	False
CEBPZOS	False	False	False	False	False	False	not_HVG	False	False	False
CEBPZ	False	False	False	False	False	False	not_HVG	False	False	False
AC007390.2	False	False	False	False	False	False	not_HVG	False	False	False
NDUFAF7	False	False	False	False	False	False	not_HVG	False	False	False
PRKD3	False	False	False	False	False	False	not_HVG	False	False	False
AC007391.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007391.2	False	False	False	False	False	False	not_HVG	False	False	False
QPCT	False	False	False	False	False	False	not_HVG	False	False	False
AC007391.3	False	False	False	False	False	False	not_HVG	False	False	False
AC006369.1	False	False	False	False	False	False	not_HVG	False	False	False
CDC42EP3	True	False	False	False	False	True	HVG_retained	False	False	False
AC006369.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC00211	False	False	False	False	False	False	not_HVG	False	False	False
RMDN2	False	False	False	False	False	False	not_HVG	False	False	False
RMDN2-AS1	False	False	False	False	False	False	not_HVG	False	False	False
CYP1B1	False	True	False	False	False	False	not_HVG	False	True	False
CYP1B1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AC009229.2	False	False	False	False	False	False	not_HVG	False	False	False
AC009229.3	False	False	False	False	False	False	not_HVG	False	False	False
AC009229.1	False	False	False	False	False	False	not_HVG	False	False	False
ATL2	False	False	False	False	False	False	not_HVG	False	False	False
LINC02613	False	False	False	False	False	False	not_HVG	False	False	False
AC016995.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01883	False	False	False	False	False	False	not_HVG	False	False	False
HNRNPLL	False	False	False	False	False	False	not_HVG	False	False	False
AC011247.1	False	False	False	False	False	False	not_HVG	False	False	False
GALM	True	False	False	False	False	True	HVG_retained	False	False	False
AC074366.1	False	False	False	False	False	False	not_HVG	False	False	False
SRSF7	True	False	False	False	False	True	HVG_retained	False	False	False
GEMIN6	False	False	False	False	False	False	not_HVG	False	False	False
DHX57	False	False	False	False	False	False	not_HVG	False	False	False
AC018693.1	False	False	False	False	False	False	not_HVG	False	False	False
MORN2	False	False	False	False	False	False	not_HVG	False	False	False
ARHGEF33	False	False	False	False	False	False	not_HVG	False	False	False
AC019171.1	False	False	False	False	False	False	not_HVG	False	False	False
SOS1	False	False	False	False	False	False	not_HVG	False	False	False
SOS1-IT1	False	False	False	False	False	False	not_HVG	False	False	False
CDKL4	False	False	False	False	False	False	not_HVG	False	False	False
MAP4K3	False	False	False	False	False	False	not_HVG	False	False	False
AC007684.2	False	False	False	False	False	False	not_HVG	False	False	False
MAP4K3-DT	False	False	False	False	False	False	not_HVG	False	False	False
TMEM178A	False	False	False	False	False	False	not_HVG	False	False	False
THUMPD2	False	False	False	False	False	False	not_HVG	False	False	False
SLC8A1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
SLC8A1	False	False	False	False	False	False	not_HVG	False	False	False
AC007877.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007317.1	False	False	False	False	False	False	not_HVG	False	False	False
AC007317.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC01794	False	False	False	False	False	False	not_HVG	False	False	False
AC009413.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC01913	False	False	False	False	False	False	not_HVG	False	False	False
LINC01914	False	False	False	False	False	False	not_HVG	False	False	False
C2orf91	True	False	False	False	False	True	HVG_retained	False	False	False
AC013480.1	False	False	False	False	False	False	not_HVG	False	False	False
PKDCC	False	False	False	False	False	False	not_HVG	False	False	False
AC083949.1	False	False	False	False	False	False	not_HVG	False	False	False
EML4	False	False	False	False	False	False	not_HVG	False	False	False
COX7A2L	False	False	False	False	False	False	not_HVG	False	False	False
KCNG3	False	False	False	False	False	False	not_HVG	False	False	False
MTA3	False	False	False	False	False	False	not_HVG	False	False	False
OXER1	False	False	False	False	False	False	not_HVG	False	False	False
HAAO	False	False	False	False	False	False	not_HVG	False	False	False
AC016735.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01819	False	False	False	False	False	False	not_HVG	False	False	False
LINC02590	True	False	False	False	False	True	HVG_retained	False	False	False
LINC02580	False	False	False	False	False	False	not_HVG	False	False	False
AC010883.2	False	False	False	False	False	False	not_HVG	False	False	False
AC010883.3	False	False	False	False	False	False	not_HVG	False	False	False
ZFP36L2	True	False	False	False	False	True	HVG_retained	False	False	False
LINC01126	False	False	False	False	False	False	not_HVG	False	False	False
AC010883.1	False	False	False	False	False	False	not_HVG	False	False	False
THADA	False	True	False	False	False	False	not_HVG	True	False	False
PLEKHH2	True	False	False	False	False	True	HVG_retained	False	False	False
C1GALT1C1L	False	False	False	False	False	False	not_HVG	False	False	False
DYNC2LI1	False	False	False	False	False	False	not_HVG	False	False	False
ABCG5	False	False	False	False	False	False	not_HVG	False	False	False
ABCG8	False	False	False	False	False	False	not_HVG	False	False	False
LRPPRC	False	False	False	False	False	False	not_HVG	False	False	False
AC019129.2	False	False	False	False	False	False	not_HVG	False	False	False
PPM1B	False	False	False	False	False	False	not_HVG	False	False	False
SLC3A1	False	False	False	False	False	False	not_HVG	False	False	False
PREPL	False	False	False	False	False	False	not_HVG	False	False	False
CAMKMT	True	True	False	False	False	False	HVG_excluded_disease_gene	False	False	True
LINC01833	False	False	False	False	False	False	not_HVG	False	False	False
SIX3-AS1	False	False	False	False	False	False	not_HVG	False	False	False
SIX3	False	True	False	False	False	False	not_HVG	False	False	True
AC012354.1	False	False	False	False	False	False	not_HVG	False	False	False
SIX2	False	False	False	False	False	False	not_HVG	False	False	False
AC093702.1	True	False	False	False	False	True	HVG_retained	False	False	False
LINC01121	False	False	False	False	False	False	not_HVG	False	False	False
AC093833.1	False	False	False	False	False	False	not_HVG	False	False	False
AC009236.2	False	False	False	False	False	False	not_HVG	False	False	False
AC009236.1	False	False	False	False	False	False	not_HVG	False	False	False
SRBD1	False	True	False	False	False	False	not_HVG	False	True	False
PRKCE	False	True	False	False	False	False	not_HVG	False	True	False
U51244.1	False	False	False	False	False	False	not_HVG	False	False	False
AC017006.2	False	False	False	False	False	False	not_HVG	False	False	False
AC017006.1	False	False	False	False	False	False	not_HVG	False	False	False
EPAS1	True	False	False	False	False	True	HVG_retained	False	False	False
LINC01820	False	False	False	False	False	False	not_HVG	False	False	False
LINC02583	False	False	False	False	False	False	not_HVG	False	False	False
TMEM247	False	True	False	False	False	False	not_HVG	False	False	True
ATP6V1E2	False	True	False	False	False	False	not_HVG	False	False	True
AC018682.2	False	False	False	False	False	False	not_HVG	False	False	False
RHOQ	False	True	False	False	False	False	not_HVG	False	False	True
AC018682.1	True	False	False	False	False	True	HVG_retained	False	False	False
PIGF	False	False	False	False	False	False	not_HVG	False	False	False
CRIPT	False	False	False	False	False	False	not_HVG	False	False	False
LINC01118	False	False	False	False	False	False	not_HVG	False	False	False
SOCS5	False	False	False	False	False	False	not_HVG	False	False	False
LINC01119	False	False	False	False	False	False	not_HVG	False	False	False
AC016722.1	False	False	False	False	False	False	not_HVG	False	False	False
AC016722.2	False	False	False	False	False	False	not_HVG	False	False	False
MCFD2	False	False	False	False	False	False	not_HVG	False	False	False
TTC7A	False	False	False	False	False	False	not_HVG	False	False	False
AC093732.2	False	False	False	False	False	False	not_HVG	False	False	False
AC093732.1	False	False	False	False	False	False	not_HVG	False	False	False
STPG4	False	False	False	False	False	False	not_HVG	False	False	False
AC073283.1	False	False	False	False	False	False	not_HVG	False	False	False
CALM2	False	False	False	False	False	False	not_HVG	False	False	False
EPCAM-DT	False	False	False	False	False	False	not_HVG	False	False	False
AC073283.2	False	False	False	False	False	False	not_HVG	False	False	False
EPCAM	False	False	False	False	False	False	not_HVG	False	False	False
MSH2	False	False	False	False	False	False	not_HVG	False	False	False
KCNK12	False	False	False	False	False	False	not_HVG	False	False	False
AC138655.1	False	False	False	False	False	False	not_HVG	False	False	False
MSH6	False	False	False	False	False	False	not_HVG	False	False	False
FBXO11	False	False	False	False	False	False	not_HVG	False	False	False
AC079807.1	False	False	False	False	False	False	not_HVG	False	False	False
