gene	hvg_candidate	excluded_disease_union	excluded_mitochondrial	excluded_ribosomal	excluded_technical	retained_for_state_discovery	reason	in_AMD_top1000	in_POAG_top1000	in_RE_top1000
AL157400.2	False	False	False	False	False	False	not_HVG	False	False	False
AL157400.1	False	False	False	False	False	False	not_HVG	False	False	False
AL157400.3	False	False	False	False	False	False	not_HVG	False	False	False
AL157400.4	False	False	False	False	False	False	not_HVG	False	False	False
KIF20B	False	False	False	False	False	False	not_HVG	False	False	False
LINC00865	False	False	False	False	False	False	not_HVG	False	False	False
LINC01374	False	False	False	False	False	False	not_HVG	False	False	False
LINC01375	False	False	False	False	False	False	not_HVG	False	False	False
AL139340.1	True	False	False	False	False	True	HVG_retained	False	False	False
LINC02653	False	False	False	False	False	False	not_HVG	False	False	False
AL391704.1	False	False	False	False	False	False	not_HVG	False	False	False
AL391704.2	False	False	False	False	False	False	not_HVG	False	False	False
AL390862.1	False	False	False	False	False	False	not_HVG	False	False	False
HTR7	False	False	False	False	False	False	not_HVG	False	False	False
RPP30	False	True	False	False	False	False	not_HVG	True	False	False
ANKRD1	False	True	False	False	False	False	not_HVG	True	False	False
AL365434.1	False	False	False	False	False	False	not_HVG	False	False	False
AL365434.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC00502	False	False	False	False	False	False	not_HVG	False	False	False
AL731553.1	False	False	False	False	False	False	not_HVG	False	False	False
PCGF5	False	False	False	False	False	False	not_HVG	False	False	False
HECTD2	False	False	False	False	False	False	not_HVG	False	False	False
PPP1R3C	True	False	False	False	False	True	HVG_retained	False	False	False
TNKS2-AS1	False	False	False	False	False	False	not_HVG	False	False	False
TNKS2	False	False	False	False	False	False	not_HVG	False	False	False
FGFBP3	False	False	False	False	False	False	not_HVG	False	False	False
AL359198.1	False	False	False	False	False	False	not_HVG	False	False	False
BTAF1	False	False	False	False	False	False	not_HVG	False	False	False
CPEB3	False	False	False	False	False	False	not_HVG	False	False	False
MARCH5	False	False	False	False	False	False	not_HVG	False	False	False
AL161652.1	True	False	False	False	False	True	HVG_retained	False	False	False
IDE	False	True	False	False	False	False	not_HVG	False	True	False
KIF11	False	False	False	False	False	False	not_HVG	False	False	False
HHEX	False	False	False	False	False	False	not_HVG	False	False	False
EXOC6	False	False	False	False	False	False	not_HVG	False	False	False
AL358613.1	False	False	False	False	False	False	not_HVG	False	False	False
CYP26C1	False	False	False	False	False	False	not_HVG	False	False	False
AL358613.2	False	False	False	False	False	False	not_HVG	False	False	False
CYP26A1	True	False	False	False	False	True	HVG_retained	False	False	False
MYOF	False	False	False	False	False	False	not_HVG	False	False	False
CEP55	False	False	False	False	False	False	not_HVG	False	False	False
FFAR4	False	False	False	False	False	False	not_HVG	False	False	False
RBP4	False	False	False	False	False	False	not_HVG	False	False	False
PDE6C	False	False	False	False	False	False	not_HVG	False	False	False
FRA10AC1	False	False	False	False	False	False	not_HVG	False	False	False
LGI1	False	False	False	False	False	False	not_HVG	False	False	False
AL157396.1	False	False	False	False	False	False	not_HVG	False	False	False
AL358154.1	False	False	False	False	False	False	not_HVG	False	False	False
SLC35G1	False	True	False	False	False	False	not_HVG	False	True	False
PLCE1	False	True	False	False	False	False	not_HVG	False	True	False
PLCE1-AS2	False	False	False	False	False	False	not_HVG	False	False	False
AL139118.1	False	False	False	False	False	False	not_HVG	False	False	False
AL389885.1	False	False	False	False	False	False	not_HVG	False	False	False
PLCE1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AL139124.1	False	False	False	False	False	False	not_HVG	False	False	False
NOC3L	False	True	False	False	False	False	not_HVG	True	False	False
TBC1D12	False	False	False	False	False	False	not_HVG	False	False	False
HELLS	False	False	False	False	False	False	not_HVG	False	False	False
AL138759.1	False	False	False	False	False	False	not_HVG	False	False	False
CYP2C18	True	False	False	False	False	True	HVG_retained	False	False	False
CYP2C19	False	False	False	False	False	False	not_HVG	False	False	False
CYP2C9	False	False	False	False	False	False	not_HVG	False	False	False
CYP2C8	False	False	False	False	False	False	not_HVG	False	False	False
AL157834.1	False	False	False	False	False	False	not_HVG	False	False	False
ACSM6	False	False	False	False	False	False	not_HVG	False	False	False
AL157834.2	False	False	False	False	False	False	not_HVG	False	False	False
PDLIM1	False	False	False	False	False	False	not_HVG	False	False	False
SORBS1	False	False	False	False	False	False	not_HVG	False	False	False
ALDH18A1	False	True	False	False	False	False	not_HVG	False	True	False
TCTN3	False	False	False	False	False	False	not_HVG	False	False	False
ENTPD1	False	False	False	False	False	False	not_HVG	False	False	False
ENTPD1-AS1	True	False	False	False	False	True	HVG_retained	False	False	False
AL365273.1	False	False	False	False	False	False	not_HVG	False	False	False
CC2D2B	False	True	False	False	False	False	not_HVG	False	True	False
CCNJ	False	True	False	False	False	False	not_HVG	False	True	False
AC021037.1	False	False	False	False	False	False	not_HVG	False	False	False
ZNF518A	False	True	False	False	False	False	not_HVG	False	True	False
BLNK	False	True	False	False	False	False	not_HVG	False	True	False
AL136181.1	False	False	False	False	False	False	not_HVG	False	False	False
DNTT	False	False	False	False	False	False	not_HVG	False	False	False
OPALIN	False	False	False	False	False	False	not_HVG	False	False	False
TLL2	False	False	False	False	False	False	not_HVG	False	False	False
TM9SF3	False	False	False	False	False	False	not_HVG	False	False	False
PIK3AP1	False	False	False	False	False	False	not_HVG	False	False	False
LCOR	True	False	False	False	False	True	HVG_retained	False	False	False
SLIT1	False	True	False	False	False	False	not_HVG	True	False	False
SLIT1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AL512424.1	False	False	False	False	False	False	not_HVG	False	False	False
ARHGAP19	False	False	False	False	False	False	not_HVG	False	False	False
FRAT1	False	False	False	False	False	False	not_HVG	False	False	False
FRAT2	False	False	False	False	False	False	not_HVG	False	False	False
AL355490.1	False	False	False	False	False	False	not_HVG	False	False	False
RRP12	False	False	False	False	False	False	not_HVG	False	False	False
AL355490.2	False	False	False	False	False	False	not_HVG	False	False	False
PGAM1	False	False	False	False	False	False	not_HVG	False	False	False
EXOSC1	False	False	False	False	False	False	not_HVG	False	False	False
ZDHHC16	False	False	False	False	False	False	not_HVG	False	False	False
MMS19	False	False	False	False	False	False	not_HVG	False	False	False
UBTD1	False	False	False	False	False	False	not_HVG	False	False	False
ANKRD2	False	False	False	False	False	False	not_HVG	False	False	False
HOGA1	False	False	False	False	False	False	not_HVG	False	False	False
C10orf62	True	False	False	False	False	True	HVG_retained	False	False	False
MORN4	False	False	False	False	False	False	not_HVG	False	False	False
PI4K2A	False	True	False	False	False	False	not_HVG	False	False	True
AVPI1	False	True	False	False	False	False	not_HVG	False	False	True
MARVELD1	False	False	False	False	False	False	not_HVG	False	False	False
ZFYVE27	False	False	False	False	False	False	not_HVG	False	False	False
SFRP5	False	False	False	False	False	False	not_HVG	False	False	False
LINC00866	False	False	False	False	False	False	not_HVG	False	False	False
GOLGA7B	False	False	False	False	False	False	not_HVG	False	False	False
CRTAC1	False	False	False	False	False	False	not_HVG	False	False	False
R3HCC1L	False	False	False	False	False	False	not_HVG	False	False	False
LOXL4	False	False	False	False	False	False	not_HVG	False	False	False
AL139241.1	False	False	False	False	False	False	not_HVG	False	False	False
PYROXD2	False	False	False	False	False	False	not_HVG	False	False	False
HPS1	False	False	False	False	False	False	not_HVG	False	False	False
AL139243.1	False	False	False	False	False	False	not_HVG	False	False	False
HPSE2	False	False	False	False	False	False	not_HVG	False	False	False
CNNM1	False	False	False	False	False	False	not_HVG	False	False	False
GOT1	False	False	False	False	False	False	not_HVG	False	False	False
AL391684.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01475	False	False	False	False	False	False	not_HVG	False	False	False
AL513542.1	False	False	False	False	False	False	not_HVG	False	False	False
NKX2-3	False	False	False	False	False	False	not_HVG	False	False	False
SLC25A28	False	False	False	False	False	False	not_HVG	False	False	False
AL353719.1	False	False	False	False	False	False	not_HVG	False	False	False
AL133353.1	False	False	False	False	False	False	not_HVG	False	False	False
ENTPD7	False	False	False	False	False	False	not_HVG	False	False	False
CUTC	False	False	False	False	False	False	not_HVG	False	False	False
COX15	False	False	False	False	False	False	not_HVG	False	False	False
ABCC2	False	False	False	False	False	False	not_HVG	False	False	False
DNMBP	False	True	False	False	False	False	not_HVG	True	False	False
DNMBP-AS1	False	False	False	False	False	False	not_HVG	False	False	False
CPN1	False	True	False	False	False	False	not_HVG	True	False	False
ERLIN1	False	False	False	False	False	False	not_HVG	False	False	False
CHUK	False	False	False	False	False	False	not_HVG	False	False	False
AL138921.2	False	False	False	False	False	False	not_HVG	False	False	False
AL138921.1	False	False	False	False	False	False	not_HVG	False	False	False
CWF19L1	False	False	False	False	False	False	not_HVG	False	False	False
BLOC1S2	False	False	False	False	False	False	not_HVG	False	False	False
PKD2L1	True	False	False	False	False	True	HVG_retained	False	False	False
AL139819.1	False	False	False	False	False	False	not_HVG	False	False	False
SCD	False	False	False	False	False	False	not_HVG	False	False	False
OLMALINC	False	False	False	False	False	False	not_HVG	False	False	False
WNT8B	False	False	False	False	False	False	not_HVG	False	False	False
SEC31B	False	False	False	False	False	False	not_HVG	False	False	False
NDUFB8	False	False	False	False	False	False	not_HVG	False	False	False
HIF1AN	False	False	False	False	False	False	not_HVG	False	False	False
PAX2	False	False	False	False	False	False	not_HVG	False	False	False
AL138762.1	False	False	False	False	False	False	not_HVG	False	False	False
SLF2	False	False	False	False	False	False	not_HVG	False	False	False
AL133215.3	False	False	False	False	False	False	not_HVG	False	False	False
MRPL43	False	True	False	False	False	False	not_HVG	False	False	True
SEMA4G	False	True	False	False	False	False	not_HVG	False	False	True
AL133215.1	False	False	False	False	False	False	not_HVG	False	False	False
TWNK	False	False	False	False	False	False	not_HVG	False	False	False
LZTS2	False	True	False	False	False	False	not_HVG	False	False	True
PDZD7	False	True	False	False	False	False	not_HVG	False	False	True
SFXN3	False	True	False	False	False	False	not_HVG	False	False	True
AL133215.2	False	False	False	False	False	False	not_HVG	False	False	False
KAZALD1	False	True	False	False	False	False	not_HVG	False	False	True
TLX1NB	False	False	False	False	False	False	not_HVG	False	False	False
TLX1	False	True	False	False	False	False	not_HVG	False	False	True
LINC01514	False	False	False	False	False	False	not_HVG	False	False	False
LBX1	False	True	False	False	False	False	not_HVG	False	False	True
LBX1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02681	False	False	False	False	False	False	not_HVG	False	False	False
AL133387.1	False	False	False	False	False	False	not_HVG	False	False	False
AL133387.2	False	False	False	False	False	False	not_HVG	False	False	False
BTRC	False	True	False	False	False	False	not_HVG	False	True	False
DPCD	False	False	False	False	False	False	not_HVG	False	False	False
POLL	False	True	False	False	False	False	not_HVG	False	True	False
FBXW4	False	False	False	False	False	False	not_HVG	False	False	False
AC010789.2	False	False	False	False	False	False	not_HVG	False	False	False
AC010789.1	False	False	False	False	False	False	not_HVG	False	False	False
FGF8	False	False	False	False	False	False	not_HVG	False	False	False
NPM3	False	False	False	False	False	False	not_HVG	False	False	False
OGA	False	False	False	False	False	False	not_HVG	False	False	False
KCNIP2-AS1	False	False	False	False	False	False	not_HVG	False	False	False
KCNIP2	False	False	False	False	False	False	not_HVG	False	False	False
ARMH3	False	False	False	False	False	False	not_HVG	False	False	False
HPS6	False	False	False	False	False	False	not_HVG	False	False	False
LDB1	False	False	False	False	False	False	not_HVG	False	False	False
PPRC1	False	False	False	False	False	False	not_HVG	False	False	False
NOLC1	False	False	False	False	False	False	not_HVG	False	False	False
ELOVL3	False	True	False	False	False	False	not_HVG	False	False	True
PITX3	False	True	False	False	False	False	not_HVG	False	False	True
GBF1	False	True	False	False	False	False	not_HVG	False	False	True
NFKB2	False	True	False	False	False	False	not_HVG	False	False	True
PSD	False	True	False	False	False	False	not_HVG	False	False	True
FBXL15	False	True	False	False	False	False	not_HVG	False	False	True
CUEDC2	False	True	False	False	False	False	not_HVG	False	False	True
RPARP-AS1	False	False	False	False	False	False	not_HVG	False	False	False
C10orf95	False	True	False	False	False	False	not_HVG	False	True	True
MFSD13A	False	False	False	False	False	False	not_HVG	False	False	False
ACTR1A	False	False	False	False	False	False	not_HVG	False	False	False
AL121928.1	False	False	False	False	False	False	not_HVG	False	False	False
SUFU	False	False	False	False	False	False	not_HVG	False	False	False
TRIM8	False	True	False	False	False	False	not_HVG	False	False	True
AL391121.1	False	False	False	False	False	False	not_HVG	False	False	False
ARL3	False	False	False	False	False	False	not_HVG	False	False	False
SFXN2	False	False	False	False	False	False	not_HVG	False	False	False
WBP1L	False	False	False	False	False	False	not_HVG	False	False	False
CYP17A1	False	True	False	False	False	False	not_HVG	True	False	False
AL358790.1	False	False	False	False	False	False	not_HVG	False	False	False
BORCS7	False	False	False	False	False	False	not_HVG	False	False	False
AS3MT	False	True	False	False	False	False	not_HVG	True	False	False
AL356608.3	False	False	False	False	False	False	not_HVG	False	False	False
AL356608.1	False	False	False	False	False	False	not_HVG	False	False	False
CNNM2	False	True	False	False	False	False	not_HVG	True	False	False
NT5C2	False	True	False	False	False	False	not_HVG	True	False	False
RPEL1	False	False	False	False	False	False	not_HVG	False	False	False
INA	False	False	False	False	False	False	not_HVG	False	False	False
PCGF6	False	False	False	False	False	False	not_HVG	False	False	False
TAF5	False	True	False	False	False	False	not_HVG	False	True	False
ATP5MD	False	False	False	False	False	False	not_HVG	False	False	False
PDCD11	False	True	False	False	False	False	not_HVG	False	True	False
CALHM2	False	False	False	False	False	False	not_HVG	False	False	False
AL139339.2	False	False	False	False	False	False	not_HVG	False	False	False
AL139339.1	False	False	False	False	False	False	not_HVG	False	False	False
CALHM1	True	False	False	False	False	True	HVG_retained	False	False	False
CALHM3	False	False	False	False	False	False	not_HVG	False	False	False
NEURL1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
NEURL1	False	False	False	False	False	False	not_HVG	False	False	False
AL121929.1	False	False	False	False	False	False	not_HVG	False	False	False
AL121929.3	False	False	False	False	False	False	not_HVG	False	False	False
SH3PXD2A	False	False	False	False	False	False	not_HVG	False	False	False
AL121929.2	False	False	False	False	False	False	not_HVG	False	False	False
SH3PXD2A-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AL133355.1	False	False	False	False	False	False	not_HVG	False	False	False
STN1	False	False	False	False	False	False	not_HVG	False	False	False
SLK	False	True	False	False	False	False	not_HVG	False	False	True
COL17A1	False	True	False	False	False	False	not_HVG	False	False	True
SFR1	False	False	False	False	False	False	not_HVG	False	False	False
CFAP43	False	False	False	False	False	False	not_HVG	False	False	False
GSTO1	False	False	False	False	False	False	not_HVG	False	False	False
GSTO2	False	False	False	False	False	False	not_HVG	False	False	False
ITPRIP	False	False	False	False	False	False	not_HVG	False	False	False
AL162742.1	False	False	False	False	False	False	not_HVG	False	False	False
ITPRIP-AS1	False	False	False	False	False	False	not_HVG	False	False	False
CFAP58-DT	False	False	False	False	False	False	not_HVG	False	False	False
CFAP58	False	False	False	False	False	False	not_HVG	False	False	False
LINC02620	False	False	False	False	False	False	not_HVG	False	False	False
AL161646.1	False	False	False	False	False	False	not_HVG	False	False	False
SORCS3	False	False	False	False	False	False	not_HVG	False	False	False
SORCS3-AS1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02627	False	False	False	False	False	False	not_HVG	False	False	False
AL731574.1	False	False	False	False	False	False	not_HVG	False	False	False
AL589166.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02624	False	False	False	False	False	False	not_HVG	False	False	False
SORCS1	False	False	False	False	False	False	not_HVG	False	False	False
AL133395.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC01435	False	False	False	False	False	False	not_HVG	False	False	False
AL353740.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02661	False	False	False	False	False	False	not_HVG	False	False	False
XPNPEP1	False	False	False	False	False	False	not_HVG	False	False	False
ADD3-AS1	False	False	False	False	False	False	not_HVG	False	False	False
ADD3	False	True	False	False	False	False	not_HVG	False	True	False
MXI1	False	True	False	False	False	False	not_HVG	False	False	True
AL360182.2	False	False	False	False	False	False	not_HVG	False	False	False
SMNDC1	False	False	False	False	False	False	not_HVG	False	False	False
AL355512.1	False	False	False	False	False	False	not_HVG	False	False	False
DUSP5	False	True	False	False	False	False	not_HVG	True	False	False
SMC3	False	False	False	False	False	False	not_HVG	False	False	False
RBM20	False	False	False	False	False	False	not_HVG	False	False	False
AL136368.1	False	False	False	False	False	False	not_HVG	False	False	False
PDCD4-AS1	False	False	False	False	False	False	not_HVG	False	False	False
PDCD4	False	False	False	False	False	False	not_HVG	False	False	False
BBIP1	False	False	False	False	False	False	not_HVG	False	False	False
AL158163.2	False	False	False	False	False	False	not_HVG	False	False	False
AL158163.1	False	False	False	False	False	False	not_HVG	False	False	False
SHOC2	False	True	False	False	False	False	not_HVG	True	False	False
ADRA2A	False	True	False	False	False	False	not_HVG	True	False	False
AC021035.1	False	False	False	False	False	False	not_HVG	False	False	False
AL136119.1	False	False	False	False	False	False	not_HVG	False	False	False
GPAM	False	False	False	False	False	False	not_HVG	False	False	False
TECTB	False	False	False	False	False	False	not_HVG	False	False	False
ACSL5	False	True	False	False	False	False	not_HVG	True	False	False
AL157786.1	False	False	False	False	False	False	not_HVG	False	False	False
ZDHHC6	False	True	False	False	False	False	not_HVG	True	False	False
VTI1A	False	False	False	False	False	False	not_HVG	False	False	False
AL139120.1	False	False	False	False	False	False	not_HVG	False	False	False
AL158212.5	False	False	False	False	False	False	not_HVG	False	False	False
AL158212.3	False	False	False	False	False	False	not_HVG	False	False	False
AL158212.1	False	False	False	False	False	False	not_HVG	False	False	False
TCF7L2	False	True	False	False	False	False	not_HVG	False	True	True
AL158212.2	False	False	False	False	False	False	not_HVG	False	False	False
AL133482.1	False	False	False	False	False	False	not_HVG	False	False	False
HABP2	False	False	False	False	False	False	not_HVG	False	False	False
NRAP	False	False	False	False	False	False	not_HVG	False	False	False
CASP7	False	False	False	False	False	False	not_HVG	False	False	False
AL592546.2	False	False	False	False	False	False	not_HVG	False	False	False
PLEKHS1	False	True	False	False	False	False	not_HVG	False	True	False
DCLRE1A	False	True	False	False	False	False	not_HVG	False	True	False
NHLRC2	False	True	False	False	False	False	not_HVG	False	True	False
AL592546.3	False	False	False	False	False	False	not_HVG	False	False	False
ADRB1	False	False	False	False	False	False	not_HVG	False	False	False
AC022023.2	False	False	False	False	False	False	not_HVG	False	False	False
CCDC186	False	False	False	False	False	False	not_HVG	False	False	False
TDRD1	False	False	False	False	False	False	not_HVG	False	False	False
VWA2	False	False	False	False	False	False	not_HVG	False	False	False
AC005383.1	False	False	False	False	False	False	not_HVG	False	False	False
AFAP1L2	False	False	False	False	False	False	not_HVG	False	False	False
ABLIM1	False	False	False	False	False	False	not_HVG	False	False	False
AL137025.1	False	False	False	False	False	False	not_HVG	False	False	False
FAM160B1	False	False	False	False	False	False	not_HVG	False	False	False
TRUB1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02626	False	False	False	False	False	False	not_HVG	False	False	False
ATRNL1	True	False	False	False	False	True	HVG_retained	False	False	False
AC016042.1	False	False	False	False	False	False	not_HVG	False	False	False
GFRA1	False	False	False	False	False	False	not_HVG	False	False	False
AC012470.1	False	False	False	False	False	False	not_HVG	False	False	False
CCDC172	False	False	False	False	False	False	not_HVG	False	False	False
PNLIPRP3	True	False	False	False	False	True	HVG_retained	False	False	False
PNLIP	False	False	False	False	False	False	not_HVG	False	False	False
PNLIPRP1	False	False	False	False	False	False	not_HVG	False	False	False
C10orf82	False	False	False	False	False	False	not_HVG	False	False	False
AC016825.1	False	False	False	False	False	False	not_HVG	False	False	False
HSPA12A	False	True	False	False	False	False	not_HVG	False	True	False
ENO4	False	False	False	False	False	False	not_HVG	False	False	False
SHTN1	False	False	False	False	False	False	not_HVG	False	False	False
AC023283.1	False	False	False	False	False	False	not_HVG	False	False	False
VAX1	False	False	False	False	False	False	not_HVG	False	False	False
MIR3663HG	False	False	False	False	False	False	not_HVG	False	False	False
KCNK18	False	False	False	False	False	False	not_HVG	False	False	False
AL731557.1	False	False	False	False	False	False	not_HVG	False	False	False
SLC18A2	False	False	False	False	False	False	not_HVG	False	False	False
AL391988.1	False	False	False	False	False	False	not_HVG	False	False	False
PDZD8	False	False	False	False	False	False	not_HVG	False	False	False
AC005871.2	False	False	False	False	False	False	not_HVG	False	False	False
EMX2OS	False	False	False	False	False	False	not_HVG	False	False	False
EMX2	False	False	False	False	False	False	not_HVG	False	False	False
AC005871.1	False	False	False	False	False	False	not_HVG	False	False	False
AL356419.1	False	False	False	False	False	False	not_HVG	False	False	False
LINC02674	False	False	False	False	False	False	not_HVG	False	False	False
AL513324.1	False	False	False	False	False	False	not_HVG	False	False	False
RAB11FIP2	False	False	False	False	False	False	not_HVG	False	False	False
AC022395.1	False	False	False	False	False	False	not_HVG	False	False	False
CASC2	False	False	False	False	False	False	not_HVG	False	False	False
AL354863.1	False	False	False	False	False	False	not_HVG	False	False	False
FAM204A	False	False	False	False	False	False	not_HVG	False	False	False
LINC00867	False	False	False	False	False	False	not_HVG	False	False	False
PRLHR	False	False	False	False	False	False	not_HVG	False	False	False
CACUL1	False	False	False	False	False	False	not_HVG	False	False	False
AL139407.1	False	False	False	False	False	False	not_HVG	False	False	False
AL157388.1	False	False	False	False	False	False	not_HVG	False	False	False
NANOS1	False	False	False	False	False	False	not_HVG	False	False	False
EIF3A	False	False	False	False	False	False	not_HVG	False	False	False
DENND10	False	False	False	False	False	False	not_HVG	False	False	False
SFXN4	False	False	False	False	False	False	not_HVG	False	False	False
PRDX3	False	False	False	False	False	False	not_HVG	False	False	False
GRK5	True	False	False	False	False	True	HVG_retained	False	False	False
GRK5-IT1	False	False	False	False	False	False	not_HVG	False	False	False
AL583824.1	False	False	False	False	False	False	not_HVG	False	False	False
RGS10	False	False	False	False	False	False	not_HVG	False	False	False
TIAL1	False	False	False	False	False	False	not_HVG	False	False	False
BAG3	False	False	False	False	False	False	not_HVG	False	False	False
INPP5F	False	False	False	False	False	False	not_HVG	False	False	False
MCMBP	False	False	False	False	False	False	not_HVG	False	False	False
SEC23IP	False	False	False	False	False	False	not_HVG	False	False	False
PLPP4	False	False	False	False	False	False	not_HVG	False	False	False
LINC01561	False	False	False	False	False	False	not_HVG	False	False	False
AC023282.1	False	False	False	False	False	False	not_HVG	False	False	False
WDR11-AS1	False	False	False	False	False	False	not_HVG	False	False	False
AL391425.1	False	False	False	False	False	False	not_HVG	False	False	False
WDR11	False	False	False	False	False	False	not_HVG	False	False	False
AC010998.2	False	False	False	False	False	False	not_HVG	False	False	False
AC010998.1	False	False	False	False	False	False	not_HVG	False	False	False
AC010998.3	False	False	False	False	False	False	not_HVG	False	False	False
LINC01153	False	False	False	False	False	False	not_HVG	False	False	False
FGFR2	False	False	False	False	False	False	not_HVG	False	False	False
AC009988.1	False	False	False	False	False	False	not_HVG	False	False	False
AC025947.1	False	False	False	False	False	False	not_HVG	False	False	False
ATE1	False	False	False	False	False	False	not_HVG	False	False	False
AL731566.3	False	False	False	False	False	False	not_HVG	False	False	False
NSMCE4A	False	False	False	False	False	False	not_HVG	False	False	False
AL731566.2	False	False	False	False	False	False	not_HVG	False	False	False
TACC2	False	True	False	False	False	False	not_HVG	True	False	False
AC063960.1	False	False	False	False	False	False	not_HVG	False	False	False
AC063960.2	False	False	False	False	False	False	not_HVG	False	False	False
BTBD16	False	True	False	False	False	False	not_HVG	True	False	False
PLEKHA1	False	True	False	False	False	False	not_HVG	True	False	True
BX842242.1	False	False	False	False	False	False	not_HVG	False	False	False
ARMS2	False	True	False	False	False	False	not_HVG	True	False	True
HTRA1	False	True	False	False	False	False	not_HVG	True	False	True
DMBT1	True	True	False	False	False	False	HVG_excluded_disease_gene	True	False	False
AL603764.2	False	False	False	False	False	False	not_HVG	False	False	False
C10orf120	False	True	False	False	False	False	not_HVG	True	False	False
CUZD1	False	True	False	False	False	False	not_HVG	True	False	False
FAM24B	False	True	False	False	False	False	not_HVG	True	False	False
FAM24A	False	True	False	False	False	False	not_HVG	True	False	False
C10orf88	False	True	False	False	False	False	not_HVG	True	False	False
PSTK	False	True	False	False	False	False	not_HVG	True	False	False
IKZF5	False	True	False	False	False	False	not_HVG	True	False	False
ACADSB	False	True	False	False	False	False	not_HVG	True	False	False
HMX3	False	True	False	False	False	False	not_HVG	True	False	False
HMX2	False	True	False	False	False	False	not_HVG	True	False	False
BUB3	False	True	False	False	False	False	not_HVG	True	False	False
LINC02641	False	False	False	False	False	False	not_HVG	False	False	False
AL160290.1	False	False	False	False	False	False	not_HVG	False	False	False
AL357127.2	False	False	False	False	False	False	not_HVG	False	False	False
AL357127.1	False	False	False	False	False	False	not_HVG	False	False	False
GPR26	False	False	False	False	False	False	not_HVG	False	False	False
CPXM2	False	False	False	False	False	False	not_HVG	False	False	False
AC009987.1	False	False	False	False	False	False	not_HVG	False	False	False
AC068058.1	False	False	False	False	False	False	not_HVG	False	False	False
BX469938.1	False	False	False	False	False	False	not_HVG	False	False	False
CHST15	False	False	False	False	False	False	not_HVG	False	False	False
OAT	False	False	False	False	False	False	not_HVG	False	False	False
NKX1-2	False	False	False	False	False	False	not_HVG	False	False	False
AL445237.1	False	False	False	False	False	False	not_HVG	False	False	False
LHPP	False	False	False	False	False	False	not_HVG	False	False	False
FAM53B	False	True	False	False	False	False	not_HVG	False	True	False
AL513190.1	False	False	False	False	False	False	not_HVG	False	False	False
FAM53B-AS1	False	False	False	False	False	False	not_HVG	False	False	False
EEF1AKMT2	False	False	False	False	False	False	not_HVG	False	False	False
ABRAXAS2	False	False	False	False	False	False	not_HVG	False	False	False
AL731577.2	False	False	False	False	False	False	not_HVG	False	False	False
ZRANB1	False	False	False	False	False	False	not_HVG	False	False	False
AL731577.1	False	False	False	False	False	False	not_HVG	False	False	False
CTBP2	False	True	False	False	False	False	not_HVG	False	False	True
AL731571.1	True	False	False	False	False	True	HVG_retained	False	False	False
AL157888.1	False	False	False	False	False	False	not_HVG	False	False	False
TEX36-AS1	False	False	False	False	False	False	not_HVG	False	False	False
TEX36	False	False	False	False	False	False	not_HVG	False	False	False
AL158835.1	False	False	False	False	False	False	not_HVG	False	False	False
EDRF1-DT	False	False	False	False	False	False	not_HVG	False	False	False
AL158835.2	False	False	False	False	False	False	not_HVG	False	False	False
EDRF1	False	False	False	False	False	False	not_HVG	False	False	False
EDRF1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
MMP21	False	False	False	False	False	False	not_HVG	False	False	False
UROS	False	False	False	False	False	False	not_HVG	False	False	False
BCCIP	False	False	False	False	False	False	not_HVG	False	False	False
DHX32	False	False	False	False	False	False	not_HVG	False	False	False
FANK1	False	False	False	False	False	False	not_HVG	False	False	False
FANK1-AS1	False	False	False	False	False	False	not_HVG	False	False	False
ADAM12	False	False	False	False	False	False	not_HVG	False	False	False
AL589787.2	False	False	False	False	False	False	not_HVG	False	False	False
LINC00601	False	False	False	False	False	False	not_HVG	False	False	False
C10orf90	False	False	False	False	False	False	not_HVG	False	False	False
AL589787.1	False	False	False	False	False	False	not_HVG	False	False	False
DOCK1	False	False	False	False	False	False	not_HVG	False	False	False
AL359094.1	False	False	False	False	False	False	not_HVG	False	False	False
AL359094.2	False	False	False	False	False	False	not_HVG	False	False	False
INSYN2A	False	False	False	False	False	False	not_HVG	False	False	False
NPS	False	True	False	False	False	False	not_HVG	True	False	False
FOXI2	False	False	False	False	False	False	not_HVG	False	False	False
CLRN3	False	False	False	False	False	False	not_HVG	False	False	False
PTPRE	False	False	False	False	False	False	not_HVG	False	False	False
AL158166.2	False	False	False	False	False	False	not_HVG	False	False	False
AL158166.1	False	False	False	False	False	False	not_HVG	False	False	False
AL390236.1	False	False	False	False	False	False	not_HVG	False	False	False
MKI67	False	False	False	False	False	False	not_HVG	False	False	False
LINC01163	False	False	False	False	False	False	not_HVG	False	False	False
AL390763.1	False	False	False	False	False	False	not_HVG	False	False	False
