gene_symbol	gene_id	muller_nearest_peak_count	all_class_nearest_peak_count	muller_specificity_ratio	n_classes_with_nearest_peak	classes	context_status
QTRT1	81890	14	104	0.134615385	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLIRP	81892	3	19	0.157894737	7	Astrocyte;BC;Cone;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLC25A28	81894	5	85	0.0588235294	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAMLG	819	3	41	0.0731707317	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MIA	8190	1	6	0.166666667	4	AC;HC;MG;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CLPP	8192	8	38	0.210526316	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ABHD17A	81926	7	59	0.118644068	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CABLES2	81928	8	73	0.109589041	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SEH1L	81929	5	40	0.125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DPF1	8193	20	259	0.0772200772	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KIF18A	81930	4	38	0.105263158	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ZNF93	81931	6	42	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HDHD3	81932	2	30	0.0666666667	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MKKS	8195	4	52	0.0769230769	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAMP	820	3	28	0.107142857	5	Astrocyte;Cone;MG;Microglia;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GDF5	8200	1	6	0.166666667	6	Astrocyte;BC;Cone;MG;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NCOA3	8202	9	134	0.0671641791	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NRIP1	8204	32	408	0.0784313725	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CHAF1B	8208	6	77	0.0779220779	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
C21orf33	8209	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CANX	821	4	44	0.0909090909	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DGCR6	8214	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LZTR1	8216	6	69	0.0869565217	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CLTCL1	8218	3	56	0.0535714286	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPG	822	7	56	0.125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DGCR14	8220	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SYN3	8224	12	153	0.0784313725	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HDHD1	8226	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PNPLA4	8228	3	47	0.0638297872	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPN1	823	8	67	0.119402985	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ZRSR2	8233	1	32	0.03125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
USP11	8237	9	63	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
USP9X	8239	13	116	0.112068966	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPN2	824	7	128	0.0546875	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RBM10	8241	5	42	0.119047619	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KDM5C	8242	2	38	0.0526315789	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SMC1A	8243	1	15	0.0666666667	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPN3	825	2	46	0.0434782609	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPNS1	826	6	63	0.0952380952	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NAA10	8260	2	10	0.2	7	AC;Astrocyte;BC;Cone;MG;Microglia;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
F8A1	8263	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
UBL4A	8266	3	24	0.125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TMEM187	8269	5	31	0.161290323	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPN6	827	1	21	0.0476190476	7	AC;BC;Cone;HC;MG;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LAGE3	8270	4	31	0.129032258	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLC10A3	8273	5	28	0.178571429	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TKTL1	8277	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPS	828	1	8	0.125	8	AC;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
EPX	8288	1	11	0.0909090909	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ARID1A	8289	17	174	0.0977011494	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPZA1	829	4	38	0.105263158	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST3H3	8290	1	1	1	1	MG	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DYSF	8291	26	180	0.144444444	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
COLQ	8292	3	46	0.0652173913	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SERF1A	8293	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H4I	8294	0	9	0	4	AC;HC;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TRRAP	8295	2	32	0.0625	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPZA2	830	14	98	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PICALM	8301	11	167	0.0658682635	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KLRC4	8302	0	1	0	1	Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SNN	8303	35	178	0.196629213	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ACOX2	8309	8	89	0.0898876404	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAST	831	8	67	0.119402985	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ACOX3	8310	11	63	0.174603175	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
AXIN1	8312	10	109	0.0917431193	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
AXIN2	8313	14	140	0.1	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
BAP1	8314	10	71	0.14084507	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
BRAP	8315	3	25	0.12	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CDC7	8317	4	71	0.0563380282	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CDC45	8318	2	20	0.1	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CAPZB	832	31	363	0.085399449	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
EOMES	8320	11	109	0.100917431	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FZD1	8321	11	377	0.0291777188	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FZD4	8322	4	58	0.0689655172	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FZD6	8323	4	28	0.142857143	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FZD7	8324	16	75	0.213333333	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FZD8	8325	12	40	0.3	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FZD9	8326	10	79	0.126582278	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GFI1B	8328	0	2	0	2	AC;Cone	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2AI	8329	1	4	0.25	4	AC;HC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CARS	833	7	163	0.0429447853	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2AK	8330	3	22	0.136363636	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2AJ	8331	1	6	0.166666667	4	AC;HC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2AL	8332	4	18	0.222222222	6	AC;Astrocyte;HC;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2AC	8334	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2AB	8335	3	22	0.136363636	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2AM	8336	0	6	0	3	AC;HC;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST2H2AA3	8337	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST2H2AC	8338	0	2	0	2	AC;BC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BG	8339	3	21	0.142857143	8	AC;Astrocyte;BC;Cone;HC;MG;Microglia;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PITPNM3	83394	2	63	0.0317460317	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CASP1	834	2	15	0.133333333	5	Cone;HC;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BL	8340	8	92	0.0869565217	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ELOVL3	83401	4	46	0.0869565217	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BN	8341	2	16	0.125	8	AC;Astrocyte;BC;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FCRL5	83416	7	105	0.0666666667	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FCRL4	83417	0	13	0	5	AC;BC;Cone;Microglia;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BM	8342	1	8	0.125	6	AC;Astrocyte;BC;HC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BF	8343	2	14	0.142857143	7	AC;BC;Cone;HC;MG;Microglia;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TCF7L1	83439	13	77	0.168831169	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BE	8344	3	43	0.0697674419	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ADPGK	83440	7	60	0.116666667	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SH3BGRL3	83442	5	94	0.0531914894	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SF3B5	83443	4	37	0.108108108	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
INO80B	83444	2	15	0.133333333	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GSG1	83445	11	80	0.1375	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CCDC70	83446	3	54	0.0555555556	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SLC25A31	83447	0	10	0	5	AC;BC;Cone;HC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PUS7L	83448	1	21	0.0476190476	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PMFBP1	83449	11	147	0.074829932	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BH	8345	1	6	0.166666667	3	AC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
LRRC48	83450	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ABHD11	83451	11	78	0.141025641	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RAB33B	83452	5	124	0.0403225806	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BI	8346	1	10	0.1	6	AC;Astrocyte;Cone;HC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
EMC6	83460	1	8	0.125	5	AC;Astrocyte;BC;MG;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CDCA3	83461	5	40	0.125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MXD3	83463	2	27	0.0740740741	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
APH1B	83464	11	101	0.108910891	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GLT8D2	83468	2	16	0.125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BC	8347	7	91	0.0769230769	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
KATNAL2	83473	3	48	0.0625	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DOHH	83475	4	21	0.19047619	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
ARHGAP24	83478	11	115	0.0956521739	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DDX59	83479	2	19	0.105263158	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H2BO	8348	4	33	0.121212121	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PUS3	83480	1	14	0.0714285714	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
EPPK1	83481	6	37	0.162162162	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
SCRT1	83482	9	96	0.09375	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
PLVAP	83483	4	34	0.117647059	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST2H2BE	8349	5	43	0.11627907	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CASP2	835	2	31	0.064516129	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H3A	8350	1	15	0.0666666667	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H3D	8351	0	2	0	2	Astrocyte;HC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H3C	8352	2	16	0.125	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H3E	8353	3	27	0.111111111	7	AC;Astrocyte;BC;Cone;HC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TTC25	83538	1	13	0.0769230769	7	AC;Astrocyte;Cone;HC;MG;Microglia;RGC	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
CHST9	83539	20	74	0.27027027	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H3I	8354	1	5	0.2	4	AC;HC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
NUF2	83540	0	5	0	4	AC;Cone;HC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
FAM110A	83541	3	92	0.0326086957	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
AIF1L	83543	16	53	0.301886792	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
DNAL1	83544	3	36	0.0833333333	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RTBDN	83546	5	70	0.0714285714	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
RILP	83547	9	70	0.128571429	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
COG3	83548	3	74	0.0405405405	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
UCK1	83549	38	282	0.134751773	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H3G	8355	3	9	0.333333333	4	AC;Astrocyte;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
GPR101	83550	2	25	0.08	9	AC;Astrocyte;BC;Cone;HC;MG;Microglia;RGC;Rod	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
TAAR8	83551	0	1	0	1	Cone	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
MFRP	83552	0	0	0	0		OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
HIST1H3J	8356	1	5	0.2	4	AC;HC;MG;Microglia	OFFICIAL_NEAREST_GENE_CONTEXT_NOT_CRE_GENE_LINK
